Roy Brandon roybr01 6 20100104 POR 2
Wright Dorell wrighdo01 5 20100110 MIA 2
Haslem Udonis hasleud01 6 20100110 MIA 2
Magloire Jamaal magloja01 6 20100110 MIA 2
Chalmers Mario chalmma01 11 20100110 MIA 2
Anthony Joel anthojo01 2 20100110 MIA 2
Butler Rasual butlera01 13 20100110 LAC 1
Kaman Chris kamanch01 22 20100110 LAC 1
Davis Baron davisba01 11 20100110 LAC 1
Camby Marcus cambyma01 6 20100110 LAC 1
Gordon Eric gordoer01 17 20100110 LAC 1
Thornton Al thornal01 13 20100110 LAC 1
Smith Craig smithcr01 9 20100110 LAC 1
Collins Mardy collima01 3 20100110 LAC 1
Davis Ricky davisri01 0 20100110 LAC 1
Jordan DeAndre jordade01 0 20100110 LAC 1
Davis Baron davisba01 27 20100112 LAC 0
Gordon Eric gordoer01 18 20100112 LAC 0
Jordan DeAndre jordade01 23 20100112 LAC 0
Butler Rasual butlera01 5 20100112 LAC 0
Camby Marcus cambyma01 4 20100112 LAC 0
Thornton Al thornal01 10 20100112 LAC 0
Davis Ricky davisri01 5 20100112 LAC 0
Smith Craig smithcr01 8 20100112 LAC 0
Skinner Brian skinnbr01 2 20100112 LAC 0
Collins Mardy collima01 0 20100112 LAC 0
Randolph Zach randoza01 20 20100112 MEM 1
Mayo O.J. mayooj01 15 20100112 MEM 1
Gay Rudy gayru01 24 20100112 MEM 1
Gasol Marc gasolma01 24 20100112 MEM 1
Conley Mike conlemi01 13 20100112 MEM 1
Tinsley Jamaal tinslja01 2 20100112 MEM 1
Young Sam youngsa01 3 20100112 MEM 1
Carroll DeMarre carrode01 3 20100112 MEM 1
Thabeet Hasheem thabeha01 0 20100112 MEM 1
Hudson Lester hudsole01 0 20100112 MEM 1
Flynn Jonny flynnjo01 8 20100115 MIN 2
Brewer Corey breweco01 22 20100115 MIN 2
Jefferson Al jeffeal01 21 20100115 MIN 2
Love Kevin loveke01 14 20100115 MIN 2
Wilkins Damien wilkida02 4 20100115 MIN 2
Sessions Ramon sessira01 2 20100115 MIN 2
Ellington Wayne ellinwa01 17 20100115 MIN 2
Jawai Nathan jawaina01 5 20100115 MIN 2
Cardinal Brian cardibr01 4 20100115 MIN 2
Gomes Ryan gomesry01 7 20100115 MIN 2
Pecherov Oleksiy pecheol01 6 20100115 MIN 2
Pavlović Sasha pavloal01 0 20100115 MIN 2
Gasol Marc gasolma01 12 20100115 MEM 1
Randolph Zach randoza01 20 20100115 MEM 1
Conley Mike conlemi01 18 20100115 MEM 1
Gay Rudy gayru01 21 20100115 MEM 1
Mayo O.J. mayooj01 20 20100115 MEM 1
Hudson Lester hudsole01 9 20100115 MEM 1
Carroll DeMarre carrode01 9 20100115 MEM 1
Young Sam youngsa01 17 20100115 MEM 1
Thabeet Hasheem thabeha01 5 20100115 MEM 1
Tinsley Jamaal tinslja01 4 20100115 MEM 1
Williams Marcus willima03 0 20100115 MEM 1
Hunter Steven huntest01 0 20100115 MEM 1
Duncan Tim duncati01 23 20100116 SAS 2
Bogans Keith boganke01 13 20100116 SAS 2
Parker Tony parketo01 4 20100116 SAS 2
Blair DeJuan blairde01 8 20100116 SAS 2
Jefferson Richard jefferi01 3 20100116 SAS 2
Hill George hillge01 4 20100116 SAS 2
Ginóbili Manu ginobma01 9 20100116 SAS 2
Mason Roger masonro01 17 20100116 SAS 2
Mahinmi Ian mahinia01 1 20100116 SAS 2
Ratliff Theo ratlith01 0 20100116 SAS 2
Haislip Marcus haislma01 4 20100116 SAS 2
Mayo O.J. mayooj01 19 20100116 MEM 1
Gay Rudy gayru01 8 20100116 MEM 1
Randolph Zach randoza01 23 20100116 MEM 1
Conley Mike conlemi01 10 20100116 MEM 1
Gasol Marc gasolma01 14 20100116 MEM 1
Carroll DeMarre carrode01 8 20100116 MEM 1
Young Sam youngsa01 4 20100116 MEM 1
Tinsley Jamaal tinslja01 4 20100116 MEM 1
Thabeet Hasheem thabeha01 2 20100116 MEM 1
Hudson Lester hudsole01 0 20100116 MEM 1
Nash Steve nashst01 22 20100118 PHO 2
Hill Grant hillgr01 16 20100118 PHO 2
Stoudemire Amar'e stoudam01 12 20100118 PHO 2
Lopez Robin lopezro01 19 20100118 PHO 2
Barbosa Leandro barbole01 14 20100118 PHO 2
Richardson Jason richaja01 8 20100118 PHO 2
Amundson Lou amundlo01 10 20100118 PHO 2
Dudley Jared dudleja01 8 20100118 PHO 2
Frye Channing fryech01 3 20100118 PHO 2
Dragić Goran dragigo01 6 20100118 PHO 2
Mayo O.J. mayooj01 28 20100118 MEM 1
Randolph Zach randoza01 27 20100118 MEM 1
Gay Rudy gayru01 31 20100118 MEM 1
Conley Mike conlemi01 5 20100118 MEM 1
Gasol Marc gasolma01 19 20100118 MEM 1
Carroll DeMarre carrode01 6 20100118 MEM 1
Tinsley Jamaal tinslja01 1 20100118 MEM 1
Young Sam youngsa01 4 20100118 MEM 1
Hunter Steven huntest01 4 20100118 MEM 1
Thabeet Hasheem thabeha01 0 20100118 MEM 1
Williams Marcus willima03 0 20100118 MEM 1
Gay Rudy gayru01 26 20100120 MEM 0
Mayo O.J. mayooj01 15 20100120 MEM 0
Gasol Marc gasolma01 15 20100120 MEM 0
Randolph Zach randoza01 25 20100120 MEM 0
Conley Mike conlemi01 12 20100120 MEM 0
Tinsley Jamaal tinslja01 14 20100120 MEM 0
Young Sam youngsa01 2 20100120 MEM 0
Thabeet Hasheem thabeha01 2 20100120 MEM 0
Carroll DeMarre carrode01 0 20100120 MEM 0
Williams Marcus willima03 0 20100120 MEM 0
Paul Chris paulch01 21 20100120 NOH 1
West David westda01 21 20100120 NOH 1
Okafor Emeka okafoem01 12 20100120 NOH 1
Stojaković Peja stojape01 18 20100120 NOH 1
Brown Devin brownde02 4 20100120 NOH 1
Thornton Marcus thornma01 12 20100120 NOH 1
Posey James poseyja01 6 20100120 NOH 1
Songaila Darius songada01 7 20100120 NOH 1
Wright Julian wrighju01 6 20100120 NOH 1
Collison Darren collida01 6 20100120 NOH 1
Paul Chris paulch01 23 20100122 NOH 1
Okafor Emeka okafoem01 4 20100122 NOH 1
Stojaković Peja stojape01 6 20100122 NOH 1
Brown Devin brownde02 5 20100122 NOH 1
West David westda01 14 20100122 NOH 1
Posey James poseyja01 6 20100122 NOH 1
Songaila Darius songada01 13 20100122 NOH 1
Collison Darren collida01 8 20100122 NOH 1
Wright Julian wrighju01 8 20100122 NOH 1
Thornton Marcus thornma01 9 20100122 NOH 1
Marks Sean marksse01 0 20100122 NOH 1
Jefferson Al jeffeal01 25 20100122 MIN 2
Brewer Corey breweco01 13 20100122 MIN 2
Flynn Jonny flynnjo01 20 20100122 MIN 2
Wilkins Damien wilkida02 2 20100122 MIN 2
Gomes Ryan gomesry01 0 20100122 MIN 2
Sessions Ramon sessira01 11 20100122 MIN 2
Love Kevin loveke01 13 20100122 MIN 2
Ellington Wayne ellinwa01 2 20100122 MIN 2
Hollins Ryan holliry01 6 20100122 MIN 2
Pavlović Sasha pavloal01 2 20100122 MIN 2
Cardinal Brian cardibr01 0 20100122 MIN 2
Paul Chris paulch01 26 20100123 NOH 0
Okafor Emeka okafoem01 16 20100123 NOH 0
Songaila Darius songada01 20 20100123 NOH 0
Stojaković Peja stojape01 16 20100123 NOH 0
Brown Devin brownde02 7 20100123 NOH 0
Posey James poseyja01 7 20100123 NOH 0
Thornton Marcus thornma01 13 20100123 NOH 0
Wright Julian wrighju01 0 20100123 NOH 0
Collison Darren collida01 4 20100123 NOH 0
Marks Sean marksse01 1 20100123 NOH 0
Anthony Carmelo anthoca01 30 20100123 DEN 1
Martin Kenyon martike01 20 20100123 DEN 1
Billups Chauncey billuch01 20 20100123 DEN 1
Afflalo Arron afflaar01 19 20100123 DEN 1
Hilário Nenê hilarne01 10 20100123 DEN 1
Andersen Chris anderch01 6 20100123 DEN 1
Lawson Ty lawsoty01 8 20100123 DEN 1
Smith J.R. smithjr01 3 20100123 DEN 1
Wallace Gerald wallage01 20 20100125 CHA 2
Jackson Stephen jacksst02 22 20100125 CHA 2
Diaw Boris diawbo01 13 20100125 CHA 2
Felton Raymond feltora01 6 20100125 CHA 2
Mohammed Nazr mohamna01 8 20100125 CHA 2
Murray Ronald murraro01 13 20100125 CHA 2
Diop DeSagana diopde01 0 20100125 CHA 2
Augustin D.J. augusdj01 3 20100125 CHA 2
Graham Stephen grahast01 2 20100125 CHA 2
Henderson Gerald hendege02 0 20100125 CHA 2
Brown Derrick brownde04 2 20100125 CHA 2
Law Acie lawac01 4 20100125 CHA 2
Hilário Nenê hilarne01 17 20100125 DEN 1
Afflalo Arron afflaar01 24 20100125 DEN 1
Billups Chauncey billuch01 27 20100125 DEN 1
Graham Joey grahajo01 13 20100125 DEN 1
Martin Kenyon martike01 6 20100125 DEN 1
Smith J.R. smithjr01 12 20100125 DEN 1
Allen Malik allenma01 0 20100125 DEN 1
Andersen Chris anderch01 3 20100125 DEN 1
Lawson Ty lawsoty01 2 20100125 DEN 1
Petro Johan petrojo01 0 20100125 DEN 1
Billups Chauncey billuch01 21 20100127 DEN 1
Martin Kenyon martike01 12 20100127 DEN 1
Hilário Nenê hilarne01 18 20100127 DEN 1
Afflalo Arron afflaar01 2 20100127 DEN 1
Graham Joey grahajo01 7 20100127 DEN 1
Smith J.R. smithjr01 22 20100127 DEN 1
Andersen Chris anderch01 7 20100127 DEN 1
Lawson Ty lawsoty01 8 20100127 DEN 1
Scola Luis scolalu01 20 20100127 HOU 2
Ariza Trevor arizatr01 19 20100127 HOU 2
Hayes Chuck hayesch01 8 20100127 HOU 2
Battier Shane battish01 2 20100127 HOU 2
Brooks Aaron brookaa01 22 20100127 HOU 2
Lowry Kyle lowryky01 10 20100127 HOU 2
Budinger Chase budinch01 2 20100127 HOU 2
Landry Carl landrca01 7 20100127 HOU 2
Andersen David anderda03 2 20100127 HOU 2
Afflalo Arron afflaar01 11 20100129 DEN 0
Billups Chauncey billuch01 19 20100129 DEN 0
Hilário Nenê hilarne01 10 20100129 DEN 0
Martin Kenyon martike01 13 20100129 DEN 0
Graham Joey grahajo01 2 20100129 DEN 0
Smith J.R. smithjr01 18 20100129 DEN 0
Lawson Ty lawsoty01 5 20100129 DEN 0
Andersen Chris anderch01 0 20100129 DEN 0
Allen Malik allenma01 6 20100129 DEN 0
Petro Johan petrojo01 0 20100129 DEN 0
Durant Kevin duranke01 30 20100129 OKC 1
Green Jeff greenje02 15 20100129 OKC 1
Westbrook Russell westbru01 12 20100129 OKC 1
Sefolosha Thabo sefolth01 8 20100129 OKC 1
Krstić Nenad krstine01 8 20100129 OKC 1
Collison Nick collini01 10 20100129 OKC 1
Ibaka Serge ibakase01 4 20100129 OKC 1
Harden James hardeja01 12 20100129 OKC 1
Maynor Eric maynoer01 2 20100129 OKC 1
Mullens Byron mulleby01 0 20100129 OKC 1
Ollie Kevin ollieke01 0 20100129 OKC 1
Ellis Monta ellismo01 25 20100131 GSW 2
Curry Stephen curryst01 14 20100131 GSW 2
Tolliver Anthony tollian01 4 20100131 GSW 2
Maggette Corey maggeco01 26 20100131 GSW 2
Biedriņš Andris biedran01 8 20100131 GSW 2
Karl Coby karlco01 6 20100131 GSW 2
Watson C.J. watsocj01 13 20100131 GSW 2
Turiaf Ronny turiaro01 8 20100131 GSW 2
Radmanović Vladimir radmavl01 0 20100131 GSW 2
Westbrook Russell westbru01 28 20100131 OKC 1
Sefolosha Thabo sefolth01 14 20100131 OKC 1
Durant Kevin duranke01 45 20100131 OKC 1
Green Jeff greenje02 14 20100131 OKC 1
Krstić Nenad krstine01 2 20100131 OKC 1
Ibaka Serge ibakase01 4 20100131 OKC 1
Harden James hardeja01 5 20100131 OKC 1
Maynor Eric maynoer01 0 20100131 OKC 1
Collison Nick collini01 0 20100131 OKC 1
Johnson Joe johnsjo02 37 20100202 ATL 2
Horford Al horfoal01 14 20100202 ATL 2
Smith Josh smithjo03 15 20100202 ATL 2
Bibby Mike bibbymi01 12 20100202 ATL 2
Williams Marvin willima02 4 20100202 ATL 2
Crawford Jamal crawfja01 9 20100202 ATL 2
Pachulia Zaza pachuza01 2 20100202 ATL 2
Smith Joe smithjo02 2 20100202 ATL 2
Evans Maurice evansma01 0 20100202 ATL 2
Teague Jeff teaguje01 2 20100202 ATL 2
West Mario westma02 2 20100202 ATL 2
Green Jeff greenje02 19 20100202 OKC 1
Durant Kevin duranke01 33 20100202 OKC 1
Westbrook Russell westbru01 12 20100202 OKC 1
Krstić Nenad krstine01 8 20100202 OKC 1
Sefolosha Thabo sefolth01 9 20100202 OKC 1
Harden James hardeja01 9 20100202 OKC 1
Collison Nick collini01 6 20100202 OKC 1
Ibaka Serge ibakase01 8 20100202 OKC 1
Maynor Eric maynoer01 2 20100202 OKC 1
Green Jeff greenje02 14 20100203 OKC 1
Durant Kevin duranke01 30 20100203 OKC 1
Westbrook Russell westbru01 26 20100203 OKC 1
Krstić Nenad krstine01 14 20100203 OKC 1
Sefolosha Thabo sefolth01 0 20100203 OKC 1
Collison Nick collini01 6 20100203 OKC 1
Ibaka Serge ibakase01 6 20100203 OKC 1
Harden James hardeja01 5 20100203 OKC 1
Maynor Eric maynoer01 2 20100203 OKC 1
Stojaković Peja stojape01 15 20100203 NOH 2
Okafor Emeka okafoem01 14 20100203 NOH 2
Thornton Marcus thornma01 22 20100203 NOH 2
Collison Darren collida01 9 20100203 NOH 2
West David westda01 15 20100203 NOH 2
Posey James poseyja01 8 20100203 NOH 2
Songaila Darius songada01 4 20100203 NOH 2
Peterson Morris petermo01 9 20100203 NOH 2
Wright Julian wrighju01 3 20100203 NOH 2
Durant Kevin duranke01 29 20100206 OKC 1
Green Jeff greenje02 18 20100206 OKC 1
Westbrook Russell westbru01 21 20100206 OKC 1
Sefolosha Thabo sefolth01 8 20100206 OKC 1
Krstić Nenad krstine01 10 20100206 OKC 1
Collison Nick collini01 2 20100206 OKC 1
Harden James hardeja01 7 20100206 OKC 1
Maynor Eric maynoer01 5 20100206 OKC 1
Ibaka Serge ibakase01 4 20100206 OKC 1
Ollie Kevin ollieke01 0 20100206 OKC 1
Mullens Byron mulleby01 0 20100206 OKC 1
Ellis Monta ellismo01 15 20100206 GSW 2
Biedriņš Andris biedran01 4 20100206 GSW 2
Maggette Corey maggeco01 24 20100206 GSW 2
Karl Coby karlco01 10 20100206 GSW 2
Curry Stephen curryst01 23 20100206 GSW 2
Tolliver Anthony tollian01 11 20100206 GSW 2
Morrow Anthony morroan01 5 20100206 GSW 2
Watson C.J. watsocj01 0 20100206 GSW 2
Turiaf Ronny turiaro01 2 20100206 GSW 2
Hunter Chris huntech01 1 20100206 GSW 2
Green Jeff greenje02 17 20100209 OKC 1
Durant Kevin duranke01 33 20100209 OKC 1
Westbrook Russell westbru01 8 20100209 OKC 1
Sefolosha Thabo sefolth01 0 20100209 OKC 1
Krstić Nenad krstine01 4 20100209 OKC 1
Collison Nick collini01 6 20100209 OKC 1
Harden James hardeja01 13 20100209 OKC 1
Ibaka Serge ibakase01 4 20100209 OKC 1
Maynor Eric maynoer01 4 20100209 OKC 1
Aldridge LaMarcus aldrila01 15 20100209 POR 2
Batum Nicolas batumni01 12 20100209 POR 2
Miller Andre millean02 22 20100209 POR 2
Howard Juwan howarju01 6 20100209 POR 2
Webster Martell webstma02 3 20100209 POR 2
Blake Steve blakest01 0 20100209 POR 2
Fernández Rudy fernaru01 0 20100209 POR 2
Cunningham Dante cunnida01 14 20100209 POR 2
Bayless Jerryd bayleje01 5 20100209 POR 2
Ayres Jeff pendeje02 0 20100209 POR 2
Nowitzki Dirk nowitdi01 24 20100216 DAL 2
Kidd Jason kiddja01 12 20100216 DAL 2
Marion Shawn mariosh01 8 20100216 DAL 2
Butler Caron butleca01 13 20100216 DAL 2
Dampier Erick dampier01 4 20100216 DAL 2
Terry Jason terryja01 14 20100216 DAL 2
Haywood Brendan haywobr01 7 20100216 DAL 2
Barea J.J. bareajo01 4 20100216 DAL 2
Nájera Eduardo najered01 0 20100216 DAL 2
Stevenson DeShawn stevede01 0 20100216 DAL 2
Green Jeff greenje02 17 20100216 OKC 1
Durant Kevin duranke01 25 20100216 OKC 1
Westbrook Russell westbru01 17 20100216 OKC 1
Sefolosha Thabo sefolth01 4 20100216 OKC 1
Krstić Nenad krstine01 4 20100216 OKC 1
Harden James hardeja01 17 20100216 OKC 1
Collison Nick collini01 8 20100216 OKC 1
Ibaka Serge ibakase01 5 20100216 OKC 1
Maynor Eric maynoer01 2 20100216 OKC 1
Westbrook Russell westbru01 31 20100220 OKC 1
Durant Kevin duranke01 36 20100220 OKC 1
Green Jeff greenje02 16 20100220 OKC 1
Sefolosha Thabo sefolth01 4 20100220 OKC 1
Krstić Nenad krstine01 6 20100220 OKC 1
Collison Nick collini01 10 20100220 OKC 1
Harden James hardeja01 14 20100220 OKC 1
Ibaka Serge ibakase01 4 20100220 OKC 1
Maynor Eric maynoer01 0 20100220 OKC 1
Lee David leeda02 30 20100220 NYK 2
Gallinari Danilo gallida01 7 20100220 NYK 2
Chandler Wilson chandwi01 15 20100220 NYK 2
McGrady Tracy mcgratr01 26 20100220 NYK 2
Duhon Chris duhonch01 0 20100220 NYK 2
House Eddie houseed01 24 20100220 NYK 2
Rodríguez Sergio rodrise01 5 20100220 NYK 2
Harrington Al harrial01 6 20100220 NYK 2
Bender Jonathan bendejo01 5 20100220 NYK 2
Durant Kevin duranke01 32 20100221 OKC 1
Green Jeff greenje02 17 20100221 OKC 1
Westbrook Russell westbru01 22 20100221 OKC 1
Sefolosha Thabo sefolth01 8 20100221 OKC 1
Krstić Nenad krstine01 10 20100221 OKC 1
Collison Nick collini01 8 20100221 OKC 1
Harden James hardeja01 8 20100221 OKC 1
Ibaka Serge ibakase01 4 20100221 OKC 1
Maynor Eric maynoer01 0 20100221 OKC 1
Ollie Kevin ollieke01 0 20100221 OKC 1
Brewer Corey breweco01 18 20100221 MIN 2
Jefferson Al jeffeal01 10 20100221 MIN 2
Flynn Jonny flynnjo01 19 20100221 MIN 2
Gomes Ryan gomesry01 0 20100221 MIN 2
Hollins Ryan holliry01 8 20100221 MIN 2
Love Kevin loveke01 19 20100221 MIN 2
Wilkins Damien wilkida02 18 20100221 MIN 2
Sessions Ramon sessira01 2 20100221 MIN 2
Miličić Darko milicda01 8 20100221 MIN 2
Ellington Wayne ellinwa01 5 20100221 MIN 2
Pavlović Sasha pavloal01 0 20100221 MIN 2
Dragić Goran dragigo01 16 20100223 PHO 1
Richardson Jason richaja01 20 20100223 PHO 1
Stoudemire Amar'e stoudam01 30 20100223 PHO 1
Hill Grant hillgr01 21 20100223 PHO 1
Lopez Robin lopezro01 2 20100223 PHO 1
Dudley Jared dudleja01 6 20100223 PHO 1
Frye Channing fryech01 4 20100223 PHO 1
Amundson Lou amundlo01 3 20100223 PHO 1
Clark Earl clarkea01 2 20100223 PHO 1
Durant Kevin duranke01 36 20100223 OKC 0
Westbrook Russell westbru01 21 20100223 OKC 0
Green Jeff greenje02 16 20100223 OKC 0
Krstić Nenad krstine01 6 20100223 OKC 0
Sefolosha Thabo sefolth01 2 20100223 OKC 0
Harden James hardeja01 5 20100223 OKC 0
Maynor Eric maynoer01 7 20100223 OKC 0
Ibaka Serge ibakase01 5 20100223 OKC 0
Collison Nick collini01 4 20100223 OKC 0
Williams Lou willilo02 19 20100224 PHI 2
Iguodala Andre iguodan01 20 20100224 PHI 2
Brand Elton brandel01 10 20100224 PHI 2
Dalembert Samuel dalemsa01 4 20100224 PHI 2
Holiday Jrue holidjr01 7 20100224 PHI 2
Young Thaddeus youngth01 16 20100224 PHI 2
Carney Rodney carnero01 5 20100224 PHI 2
Speights Marreese speigma01 12 20100224 PHI 2
Kapono Jason kaponja01 2 20100224 PHI 2
Meeks Jodie meeksjo01 0 20100224 PHI 2
Hill Grant hillgr01 4 20100224 PHO 1
Richardson Jason richaja01 24 20100224 PHO 1
Stoudemire Amar'e stoudam01 22 20100224 PHO 1
Nash Steve nashst01 20 20100224 PHO 1
Lopez Robin lopezro01 10 20100224 PHO 1
Dudley Jared dudleja01 4 20100224 PHO 1
Dragić Goran dragigo01 6 20100224 PHO 1
Frye Channing fryech01 14 20100224 PHO 1
Amundson Lou amundlo01 0 20100224 PHO 1
Griffin Taylor griffta01 2 20100224 PHO 1
Clark Earl clarkea01 0 20100224 PHO 1
Butler Rasual butlera01 10 20100226 LAC 2
Davis Baron davisba01 13 20100226 LAC 2
Gordon Eric gordoer01 25 20100226 LAC 2
Gooden Drew goodedr01 15 20100226 LAC 2
Kaman Chris kamanch01 12 20100226 LAC 2
Blake Steve blakest01 0 20100226 LAC 2
Outlaw Travis outlatr01 18 20100226 LAC 2
Smith Craig smithcr01 16 20100226 LAC 2
Jordan DeAndre jordade01 3 20100226 LAC 2
Hill Grant hillgr01 18 20100226 PHO 1
Lopez Robin lopezro01 30 20100226 PHO 1
Stoudemire Amar'e stoudam01 20 20100226 PHO 1
Richardson Jason richaja01 14 20100226 PHO 1
Nash Steve nashst01 8 20100226 PHO 1
Dudley Jared dudleja01 12 20100226 PHO 1
Frye Channing fryech01 15 20100226 PHO 1
Dragić Goran dragigo01 6 20100226 PHO 1
Amundson Lou amundlo01 2 20100226 PHO 1
Griffin Taylor griffta01 0 20100226 PHO 1
Nash Steve nashst01 18 20100228 PHO 0
Stoudemire Amar'e stoudam01 41 20100228 PHO 0
Richardson Jason richaja01 20 20100228 PHO 0
Hill Grant hillgr01 6 20100228 PHO 0
Lopez Robin lopezro01 8 20100228 PHO 0
Frye Channing fryech01 11 20100228 PHO 0
Dudley Jared dudleja01 2 20100228 PHO 0
Dragić Goran dragigo01 2 20100228 PHO 0
Amundson Lou amundlo01 2 20100228 PHO 0
Hill George hillge01 9 20100228 SAS 1
McDyess Antonio mcdyean01 12 20100228 SAS 1
Duncan Tim duncati01 21 20100228 SAS 1
Parker Tony parketo01 16 20100228 SAS 1
Bogans Keith boganke01 0 20100228 SAS 1
Jefferson Richard jefferi01 20 20100228 SAS 1
Ginóbili Manu ginobma01 21 20100228 SAS 1
Blair DeJuan blairde01 14 20100228 SAS 1
Mason Roger masonro01 0 20100228 SAS 1
Hairston Malik hairsma01 0 20100228 SAS 1
Bonner Matt bonnema01 0 20100228 SAS 1
Hill George hillge01 23 20100301 SAS 1
Duncan Tim duncati01 22 20100301 SAS 1
Parker Tony parketo01 18 20100301 SAS 1
Blair DeJuan blairde01 8 20100301 SAS 1
Bogans Keith boganke01 2 20100301 SAS 1
Ginóbili Manu ginobma01 13 20100301 SAS 1
Jefferson Richard jefferi01 10 20100301 SAS 1
Bonner Matt bonnema01 10 20100301 SAS 1
Mason Roger masonro01 0 20100301 SAS 1
Hairston Malik hairsma01 0 20100301 SAS 1
Mahinmi Ian mahinia01 0 20100301 SAS 1
Collison Darren collida01 10 20100301 NOH 2
West David westda01 13 20100301 NOH 2
Stojaković Peja stojape01 11 20100301 NOH 2
Okafor Emeka okafoem01 18 20100301 NOH 2
Peterson Morris petermo01 7 20100301 NOH 2
Thornton Marcus thornma01 30 20100301 NOH 2
Posey James poseyja01 3 20100301 NOH 2
Wright Julian wrighju01 0 20100301 NOH 2
Marks Sean marksse01 0 20100301 NOH 2
Collison Darren collida01 32 20100305 NOH 2
West David westda01 22 20100305 NOH 2
Stojaković Peja stojape01 3 20100305 NOH 2
Okafor Emeka okafoem01 4 20100305 NOH 2
Peterson Morris petermo01 3 20100305 NOH 2
Thornton Marcus thornma01 18 20100305 NOH 2
Posey James poseyja01 5 20100305 NOH 2
Songaila Darius songada01 2 20100305 NOH 2
Wright Julian wrighju01 2 20100305 NOH 2
Gray Aaron grayaa01 0 20100305 NOH 2
Hill George hillge01 14 20100305 SAS 1
Blair DeJuan blairde01 10 20100305 SAS 1
Duncan Tim duncati01 12 20100305 SAS 1
Parker Tony parketo01 20 20100305 SAS 1
Bogans Keith boganke01 15 20100305 SAS 1
Ginóbili Manu ginobma01 16 20100305 SAS 1
Jefferson Richard jefferi01 3 20100305 SAS 1
Bonner Matt bonnema01 12 20100305 SAS 1
Mahinmi Ian mahinia01 0 20100305 SAS 1
Hairston Malik hairsma01 0 20100305 SAS 1
Duncan Tim duncati01 17 20100306 SAS 1
Hill George hillge01 11 20100306 SAS 1
Parker Tony parketo01 8 20100306 SAS 1
Bogans Keith boganke01 0 20100306 SAS 1
McDyess Antonio mcdyean01 0 20100306 SAS 1
Jefferson Richard jefferi01 18 20100306 SAS 1
Ginóbili Manu ginobma01 17 20100306 SAS 1
Bonner Matt bonnema01 13 20100306 SAS 1
Blair DeJuan blairde01 10 20100306 SAS 1
Mason Roger masonro01 8 20100306 SAS 1
Hairston Malik hairsma01 0 20100306 SAS 1
Mayo O.J. mayooj01 23 20100306 MEM 2
Gay Rudy gayru01 13 20100306 MEM 2
Gasol Marc gasolma01 17 20100306 MEM 2
Randolph Zach randoza01 15 20100306 MEM 2
Conley Mike conlemi01 9 20100306 MEM 2
Williams Marcus willima03 2 20100306 MEM 2
Young Sam youngsa01 9 20100306 MEM 2
Arthur Darrell arthuda01 4 20100306 MEM 2
Haddadi Hamed haddaha01 0 20100306 MEM 2
Hill George hillge01 23 20100308 SAS 0
Ginóbili Manu ginobma01 38 20100308 SAS 0
Duncan Tim duncati01 13 20100308 SAS 0
Bogans Keith boganke01 0 20100308 SAS 0
McDyess Antonio mcdyean01 4 20100308 SAS 0
Jefferson Richard jefferi01 3 20100308 SAS 0
Mason Roger masonro01 2 20100308 SAS 0
Bonner Matt bonnema01 9 20100308 SAS 0
Blair DeJuan blairde01 0 20100308 SAS 0
